u,v,weight
651654,564422,3.0586
388438,282758,3.0595
483558,137238,3.0597
181702,133062,3.0619
294534,227030,3.0628
472374,199286,3.0633
922054,42726,3.0656
351046,371990,3.0679
56662,813110,3.0683
495366,292598,3.0695
666278,183190,3.0702
596006,242870,3.0720
314838,224790,3.0741
35526,898806,3.0742
391974,34438,3.0769
154678,107174,3.0786
953894,104342,3.0787
680998,303734,3.0815
413542,846854,3.0825
694438,350566,3.0839
422790,548230,3.0865
410182,987030,3.0887
430422,453478,3.0905
629414,877478,3.0908
700886,499942,3.0952
790486,258134,3.0963
401014,522694,3.0990
429030,100438,3.1005
551702,27846,3.1005
390726,485462,3.1008
533142,965078,3.1014
987766,655830,3.1040
343430,161222,3.1057
649910,389878,3.1066
688550,167334,3.1074
434118,619542,3.1077
241654,216374,3.1114
579158,214454,3.1124
341798,847110,3.1127
446806,73894,3.1138
392870,360214,3.1160
142422,27782,3.1172
452998,404710,3.1173
998486,570886,3.1179
804902,160486,3.1203
866470,358150,3.1204
634134,564902,3.1208
329942,210678,3.1213
616518,700150,3.1217
851622,416694,3.1220
111718,740742,3.1225
82870,624198,3.1226
156006,142134,3.1257
514758,311382,3.1268
718566,259078,3.1278
59862,39174,3.1302
876662,69574,3.1303
531830,950822,3.1304
804486,173126,3.1311
565142,332694,3.1333
104582,2822,3.1336
151158,615110,3.1341
205254,17414,3.1344
524806,297718,3.1348
886134,996806,3.1370
316326,65286,3.1397
578822,135782,3.1398
504838,73158,3.1415
481126,511094,3.1416
306438,973526,3.1419
458710,134998,3.1436
850886,683222,3.1470
704358,968550,3.1473
455782,150950,3.1478
824982,91190,3.1481
836726,773734,3.1489
262982,949398,3.1494
922262,844838,3.1517
582230,250198,3.1521
439894,326390,3.1523
167894,161062,3.1524
576006,217622,3.1528
826710,640246,3.1528
969894,204614,3.1534
305462,202822,3.1535
813526,805734,3.1535
784182,73350,3.1545
838198,316566,3.1557
737830,317350,3.1558
382854,430854,3.1590
138742,130774,3.1595
223878,11174,3.1599
413270,124326,3.1611
699430,41030,3.1615
202550,565094,3.1615
859670,347622,3.1616
475798,117366,3.1631
321510,168662,3.1638
599110,974150,3.1655
183894,18598,3.1677
78934,697366,3.1692
52438,184982,3.1693
93878,46678,3.1704
552822,482102,3.1772
727782,194934,3.1791
676374,506422,3.1802
133558,78182,3.1806
740630,122278,3.1809
13926,6294,3.1812
321510,994342,3.1817
713926,398774,3.1820
231862,939830,3.1838
146342,2278,3.1845
502774,195382,3.1847
691814,268646,3.1848
645126,345238,3.1862
356230,698310,3.1869
292630,141574,3.1874
127782,424758,3.1891
219382,87094,3.1912
813670,428326,3.1919
277238,14758,3.1936
633414,417222,3.1947
196326,96950,3.1949
628358,54998,3.1954
547846,319558,3.1963
173990,91046,3.1970
770246,910422,3.1978
160022,967062,3.1987
3974,854,3.1987
904406,89798,3.1992
32422,830246,3.2011
767414,610134,3.2015
375574,673222,3.2032
496406,118710,3.2041
934422,88934,3.2049
250966,136806,3.2060
327526,987414,3.2068
422614,388294,3.2090
909094,623030,3.2102
709846,582070,3.2104
648726,61078,3.2110
861814,475974,3.2112
286534,282486,3.2145
732614,46982,3.2170
983974,766454,3.2200
712678,671078,3.2200
150758,113174,3.2204
413894,6662,3.2237
916502,113958,3.2249
268470,228502,3.2257
100838,392470,3.2262
170694,39286,3.2264
689382,184358,3.2265
123622,106486,3.2271
464326,611750,3.2273
935110,486742,3.2293
634070,575878,3.2298
270022,149654,3.2318
380406,990454,3.2347
773638,758902,3.2351
913862,209526,3.2360
141158,575766,3.2365
623190,59750,3.2369
149382,84406,3.2373
236294,909686,3.2373
50070,15270,3.2404
945958,953958,3.2411
323542,282470,3.2417
966310,917062,3.2421
950470,954086,3.2450
887190,301734,3.2453
161302,123318,3.2463
584934,893782,3.2495
195910,57654,3.2530
875398,206998,3.2541
254342,224902,3.2542
199430,172534,3.2549
117126,47350,3.2570
959910,767382,3.2580
561382,760998,3.2582
109878,77846,3.2601
989526,564054,3.2601
66470,528214,3.2606
196198,135558,3.2613
117430,960422,3.2631
918726,300502,3.2649
441830,699990,3.2658
907766,374566,3.2677
567926,496118,3.2682
860982,163238,3.2687
331350,151046,3.2689
395510,306902,3.2698
996518,963142,3.2708
366598,81446,3.2717
772694,232758,3.2721
968214,638438,3.2725
730166,680134,3.2728
591542,471446,3.2735
890070,629014,3.2745
540006,852390,3.2747
507302,507062,3.2751
153334,654854,3.2767
183766,170278,3.2786
976918,237622,3.2787
357686,990822,3.2788
922806,463142,3.2796
495510,42326,3.2798
864854,302838,3.2799
760838,38358,3.2825
687718,217942,3.2839
176838,278102,3.2852
701542,432438,3.2853
177030,189110,3.2859
884070,690982,3.2859
399302,883878,3.2885
871782,722534,3.2925
610294,135190,3.2939
881302,865510,3.2953
727718,676342,3.2968
553910,259894,3.2971
732966,486790,3.2982
452710,261766,3.2995
42854,14518,3.3000
972758,734934,3.3017
583078,146966,3.3022
999110,835926,3.3024
697750,365094,3.3027
722310,984310,3.3045
875254,51638,3.3061
995958,763302,3.3064
282454,32262,3.3064
263094,98790,3.3086
841094,309142,3.3098
713958,159830,3.3119
472838,442118,3.3124
987462,221686,3.3140
316710,649446,3.3144
302966,289062,3.3160
74326,31286,3.3161
184486,405766,3.3200
517350,7094,3.3200
22102,869526,3.3211
280886,507894,3.3223
445318,170054,3.3228
449206,143878,3.3252
111766,649750,3.3253
99718,833974,3.3273
140342,753558,3.3285
807494,626102,3.3295
58310,12646,3.3296
431718,126262,3.3322
765478,143206,3.3325
764502,599766,3.3364
874646,110918,3.3368
596086,199446,3.3374
393862,269366,3.3394
690342,248646,3.3404
239782,34934,3.3415
646614,567494,3.3425
995110,666982,3.3435
543014,203654,3.3437
158310,758710,3.3453
683718,683334,3.3466
623222,305894,3.3479
179014,110086,3.3492
23446,227734,3.3528
667334,190790,3.3542
327958,248838,3.3555
16038,7190,3.3557
565878,49734,3.3568
385398,122310,3.3596
593718,863094,3.3616
873606,326150,3.3618
726550,636294,3.3618
392566,656518,3.3639
143206,447110,3.3650
79462,815286,3.3661
589190,343910,3.3664
929910,511238,3.3666
29862,57670,3.3684
835638,338118,3.3694
790758,324150,3.3704
960406,869782,3.3709
641158,186598,3.3721
154070,93526,3.3749
743798,346406,3.3749
565654,740278,3.3792
781798,724102,3.3792
574902,707174,3.3793
352358,305894,3.3794
386982,53958,3.3799
951686,384662,3.3837
185926,525318,3.3840
614950,551270,3.3845
357062,664118,3.3849
211910,210838,3.3856
324550,248678,3.3866
145334,17062,3.3872
566086,182294,3.3878
48150,599190,3.3888
765638,635974,3.3915
318198,282870,3.3926
284118,701174,3.3930
390150,130854,3.3967
863462,310374,3.3985
496598,940566,3.4004
128534,99814,3.4004
95542,374950,3.4021
815654,777702,3.4029
532886,303238,3.4032
177926,639414,3.4062
352838,311782,3.4069
104806,193478,3.4078
542134,438,3.4089
714774,992886,3.4114
75478,22262,3.4116
625478,26070,3.4124
177158,339766,3.4125
602886,176390,3.4128
543334,240870,3.4138
568038,715750,3.4214
885686,554918,3.4217
391094,192358,3.4217
438550,408646,3.4221
848838,846422,3.4231
36342,9702,3.4235
818310,116358,3.4237
134614,28454,3.4247
391046,72998,3.4254
415494,676006,3.4262
431750,36774,3.4265
652102,610998,3.4291
431286,43158,3.4298
663126,609654,3.4303
648038,336646,3.4312
288406,71110,3.4326
941446,129094,3.4327
174710,60758,3.4349
216518,359414,3.4359
617670,356294,3.4378
693350,409462,3.4400
413510,820598,3.4402
248486,166102,3.4414
873238,201318,3.4416
370214,285190,3.4440
301942,266566,3.4442
347478,837958,3.4482
974134,345926,3.4498
386070,341638,3.4500
701046,85206,3.4506
903318,589398,3.4516
693702,537846,3.4518
252550,212934,3.4553
556966,563414,3.4554
975030,203638,3.4556
46758,39462,3.4572
431558,360198,3.4581
479430,295862,3.4584
96790,392214,3.4600
878374,622294,3.4604
508822,677686,3.4606
296070,116454,3.4615
99222,471046,3.4620
501638,76726,3.4626
837238,263430,3.4644
958678,492934,3.4651
820070,39238,3.4653
151254,527510,3.4659
493814,343430,3.4668
963798,283910,3.4683
565766,862326,3.4685
973558,443142,3.4704
144326,76678,3.4706
959910,328902,3.4710
68550,24742,3.4738
865990,668966,3.4744
712582,239574,3.4752
276134,192214,3.4766
197910,515958,3.4778
181094,804486,3.4787
22902,854070,3.4791
574998,110294,3.4794
138518,52822,3.4823
999558,434710,3.4837
26422,20278,3.4857
761654,624886,3.4875
624742,971894,3.4875
227590,208726,3.4886
607526,311622,3.4891
672502,184806,3.4935
950566,457830,3.4940
982086,40902,3.4960
590662,110454,3.4969
671254,500102,3.4981
935638,762854,3.5000
624214,357302,3.5010
102614,106422,3.5042
363270,198902,3.5066
705878,284310,3.5071
588598,518262,3.5076
409670,295830,3.5089
694742,245750,3.5097
646134,331286,3.5100
577686,261862,3.5100
804438,11078,3.5117
783174,860758,3.5128
352134,226598,3.5129
853398,515334,3.5131
578310,255174,3.5154
822422,27590,3.5155
817398,297302,3.5159
747846,888438,3.5160
543238,333110,3.5165
523062,924230,3.5171
804054,615094,3.5202
182774,156566,3.5211
409750,137654,3.5214
933158,88630,3.5214
345030,259078,3.5219
882214,431222,3.5234
641190,241110,3.5249
120646,25366,3.5267
936934,530230,3.5267
691590,310662,3.5274
298550,575270,3.5275
997446,279798,3.5282
285670,239462,3.5285
117254,54854,3.5287
70630,257078,3.5301
239750,139974,3.5303
877334,494774,3.5307
78998,339494,3.5313
873302,664182,3.5319
426454,258902,3.5346
627622,27606,3.5364
302710,349974,3.5382
374966,324470,3.5384
905606,609414,3.5390
965222,60438,3.5397
248694,856934,3.5405
988566,735318,3.5418
459910,30806,3.5421
597078,954838,3.5447
832150,817382,3.5449
266134,397686,3.5463
594262,559510,3.5464
812038,640486,3.5464
125782,25430,3.5491
962918,493222,3.5493
911542,832934,3.5493
991238,376230,3.5512
607846,155286,3.5515
992822,161206,3.5537
735718,715126,3.5549
876294,754134,3.5558
55766,130550,3.5560
311638,5030,3.5563
564614,586582,3.5591
286566,965174,3.5591
445894,204118,3.5595
796294,511382,3.5596
259270,60358,3.5608
295270,248502,3.5633
140246,3030,3.5644
988662,529030,3.5658
86950,81686,3.5658
490278,360086,3.5664
737254,589094,3.5672
181846,34118,3.5690
65558,178966,3.5692
352918,641638,3.5695
651366,863734,3.5700
488086,255398,3.5723
787798,242518,3.5724
938390,243350,3.5729
618422,187894,3.5739
511414,754262,3.5765
206070,184182,3.5776
62262,54390,3.5777
260182,173494,3.5781
155782,270006,3.5792
244118,650070,3.5803
919590,365478,3.5815
821462,534166,3.5828
560278,217398,3.5852
763606,428246,3.5861
643990,255094,3.5863
207094,743894,3.5872
656038,639238,3.5872
762374,293990,3.5907
330438,1014,3.5912
678454,247926,3.5914
507590,133654,3.5955
859398,727590,3.6005
321750,99782,3.6050
951526,232886,3.6063
949350,384758,3.6074
263046,361878,3.6079
867526,914966,3.6098
10822,883094,3.6103
230694,888758,3.6116
39190,911750,3.6117
724022,391190,3.6134
394662,67830,3.6134
89542,605718,3.6151
756326,51414,3.6155
137414,130646,3.6167
696694,381302,3.6172
318326,892310,3.6181
502390,140838,3.6206
321894,226886,3.6255
958966,314262,3.6257
795222,265046,3.6280
842982,680534,3.6281
417654,610982,3.6299
392422,616854,3.6299
820310,525574,3.6312
348902,340582,3.6322
266838,46038,3.6324
315030,93302,3.6336
470310,71094,3.6341
114918,662854,3.6343
618054,79334,3.6358
70742,42566,3.6392
786278,339782,3.6410
191158,69526,3.6419
386742,740278,3.6424
31350,15702,3.6425
905958,887414,3.6428
675158,474486,3.6434
391702,152358,3.6437
627990,580438,3.6443
420182,240854,3.6458
648918,526102,3.6463
719286,8006,3.6514
428230,477158,3.6514
150230,529318,3.6521
737942,179062,3.6527
571350,399014,3.6578
882118,630918,3.6588
845494,735798,3.6590
140326,366742,3.6602
74342,797654,3.6605
916214,737206,3.6614
593606,198326,3.6620
395894,92870,3.6634
754134,202182,3.6655
82870,691014,3.6677
533958,481990,3.6693
95190,57302,3.6707
913414,725382,3.6709
459078,567366,3.6724
432534,549510,3.6746
252326,236262,3.6747
868886,266630,3.6769
974294,223142,3.6790
476454,215654,3.6797
854278,637094,3.6801
6950,726,3.6813
427590,172278,3.6832
805286,963014,3.6835
452582,209238,3.6840
173430,144902,3.6844
876470,817638,3.6845
729126,728470,3.6846
220214,92598,3.6857
178790,96662,3.6882
792150,737398,3.6891
232214,118118,3.6894
684422,608902,3.6897
932710,922950,3.6917
707798,688902,3.6919
41990,13734,3.6921
985638,778710,3.6934
684214,544262,3.6941
156198,33190,3.6957
314982,160502,3.6959
588614,367174,3.6962
185542,638454,3.6965
492374,225510,3.6968
677094,722470,3.6970
329574,48886,3.7002
950646,637494,3.7023
864502,498710,3.7047
643174,631830,3.7061
807446,772966,3.7069
443350,127302,3.7136
363702,190182,3.7167
545574,38742,3.7215
593702,512454,3.7222
637142,307382,3.7226
216806,544854,3.7231
302694,66406,3.7233
722102,240598,3.7255
908598,36646,3.7260
334838,681686,3.7260
835766,586134,3.7263
644934,418470,3.7267
24102,7782,3.7276
436054,290614,3.7277
4454,30678,3.7306
38390,6486,3.7320
210214,26774,3.7363
328694,93222,3.7366
837910,128502,3.7368
959542,868326,3.7374
104902,459734,3.7375
780982,897222,3.7409
428918,334070,3.7414
897830,841366,3.7425
535350,352870,3.7427
367702,288342,3.7442
386502,25686,3.7455
335846,791702,3.7465
322550,449174,3.7467
822550,630614,3.7497
10278,674198,3.7501
249878,119254,3.7508
668214,286070,3.7540
485046,52678,3.7555
166870,15030,3.7555
231894,113206,3.7561
8326,5542,3.7590
789110,926694,3.7602
261030,204646,3.7603
522118,227158,3.7607
914070,130406,3.7623
852406,825590,3.7625
601750,3190,3.7632
219238,71750,3.7667
513254,725526,3.7671
269654,126166,3.7675
36822,33718,3.7676
239830,199094,3.7683
756566,108470,3.7702
575270,384918,3.7710
201622,506758,3.7747
114422,380950,3.7751
981878,531654,3.7761
750486,307542,3.7788
81798,6886,3.7793
649862,104006,3.7811
970054,108390,3.7820
596278,139750,3.7821
556150,82438,3.7822
862550,510630,3.7834
587654,543318,3.7865
886518,437958,3.7871
179670,117558,3.7886
919798,743494,3.7892
396694,231894,3.7923
149766,166758,3.7926
338726,80102,3.7927
877734,777014,3.7940
517062,893142,3.7951
740342,242470,3.7977
247270,38454,3.8001
210038,845174,3.8019
9830,791702,3.8024
101958,168406,3.8029
39126,195478,3.8045
720518,347622,3.8054
48022,188118,3.8062
276310,873334,3.8076
461414,928886,3.8107
14374,6758,3.8118
435046,47958,3.8132
634934,326854,3.8142
773270,367702,3.8147
985510,183222,3.8169
854038,462934,3.8180
174166,387878,3.8225
970102,285270,3.8244
896630,334662,3.8251
318038,862102,3.8251
871606,648054,3.8251
770422,157862,3.8256
948678,366294,3.8268
521702,52838,3.8274
568710,313894,3.8275
487830,464614,3.8282
497686,905270,3.8294
772326,409654,3.8312
35222,151574,3.8320
710726,132422,3.8327
573686,223558,3.8333
402022,767670,3.8346
870662,842710,3.8346
104598,38950,3.8351
221542,201558,3.8359
584230,36118,3.8364
731622,445750,3.8378
621158,625286,3.8409
799366,2950,3.8421
723190,241590,3.8428
955382,385558,3.8434
55702,34022,3.8462
62758,234182,3.8466
943846,675110,3.8468
64470,5062,3.8474
868214,435126,3.8476
473270,325366,3.8505
668118,498854,3.8514
814278,732166,3.8514
450486,253766,3.8517
460022,189862,3.8530
272566,76582,3.8559
322230,604038,3.8567
993558,584358,3.8586
615734,900182,3.8589
17750,548934,3.8589
188390,400982,3.8596
766870,252934,3.8602
801894,643782,3.8626
880406,168406,3.8630
290262,569926,3.8635
541558,398150,3.8643
223638,506918,3.8652
590998,84582,3.8653
828822,132214,3.8660
604054,505286,3.8666
438406,709958,3.8679
902086,991590,3.8680
955126,128262,3.8688
756758,992822,3.8689
646566,759494,3.8692
113222,43654,3.8713
424646,345302,3.8737
627798,954470,3.8753
276278,857366,3.8757
121654,94934,3.8758
35990,31094,3.8769
498262,973798,3.8790
383910,235414,3.8790
82262,43958,3.8798
57990,711862,3.8802
790118,381846,3.8806
714630,469446,3.8826
435446,840934,3.8835
362918,109622,3.8843
143446,467686,3.8846
411862,78550,3.8859
907446,931302,3.8879
365222,245494,3.8909
478134,110966,3.8911
236662,620278,3.8918
281334,233206,3.8945
807062,141318,3.8950
762150,519398,3.8966
213126,5830,3.8967
387158,182998,3.8969
53942,16102,3.8976
243734,149494,3.8986
700118,342342,3.8989
764374,715270,3.8996
991174,826550,3.9004
439910,24630,3.9022
955734,116262,3.9027
44070,22422,3.9031
245894,614342,3.9036
174374,538326,3.9055
139302,123382,3.9070
695030,17782,3.9073
751606,226550,3.9077
886198,497382,3.9080
602630,42726,3.9083
892022,494262,3.9090
573254,231910,3.9134
394358,89174,3.9179
295990,469878,3.9183
52342,3286,3.9187
671510,250982,3.9190
35062,667174,3.9197
871350,135094,3.9217
933366,408470,3.9229
435126,174534,3.9240
415926,338582,3.9251
858310,179670,3.9267
333862,76886,3.9269
483654,570934,3.9272
349574,230806,3.9278
130502,817702,3.9322
683654,62342,3.9343
853590,347702,3.9353
366262,385974,3.9371
577686,611254,3.9376
222166,28550,3.9390
598406,659046,3.9391
953494,898310,3.9396
836982,130166,3.9406
461798,586886,3.9407
605062,480342,3.9432
774486,780390,3.9434
282806,160902,3.9434
706438,572838,3.9440
126438,44310,3.9440
468742,284038,3.9448
429126,344998,3.9467
854166,231494,3.9475
458502,423446,3.9510
511270,905462,3.9519
345046,920534,3.9519
709094,692422,3.9532
513030,582358,3.9570
277494,566310,3.9590
290358,510982,3.9596
572086,459910,3.9599
814294,447654,3.9603
355014,198726,3.9610
543462,284710,3.9618
943062,482230,3.9619
773334,514214,3.9626
688502,398438,3.9656
250646,201110,3.9660
248822,220742,3.9661
752646,213574,3.9662
868278,171110,3.9664
358214,562342,3.9672
191318,84902,3.9673
925126,423798,3.9681
755334,646886,3.9691
869062,9430,3.9696
846262,182774,3.9698
128518,975158,3.9719
64694,61414,3.9720
92518,490246,3.9737
413094,155974,3.9756
600790,98310,3.9759
690406,529238,3.9779
968502,715142,3.9790
848102,643094,3.9791
307446,302390,3.9840
599190,112934,3.9850
234406,448102,3.9853
326390,166550,3.9863
794438,629702,3.9873
140454,19430,3.9882
387734,530902,3.9940
75254,29686,3.9949
697766,581750,3.9954
978758,997878,3.9970
795958,190518,3.9973
393478,181526,3.9982
374566,511110,3.9998
91046,460886,4.0027
301366,846246,4.0036
597206,342854,4.0059
572902,110198,4.0061
922790,645462,4.0065
987094,607990,4.0067
851558,536358,4.0072
643446,601142,4.0084
138870,523014,4.0099
636054,308470,4.0111
3382,319702,4.0113
602278,182006,4.0135
194278,139414,4.0139
559654,801910,4.0167
213510,930422,4.0167
125542,14822,4.0213
820646,892054,4.0227
218038,93078,4.0228
63462,193734,4.0261
693062,489670,4.0284
52438,17206,4.0295
377830,676278,4.0300
81542,9510,4.0316
998294,14822,4.0323
199398,84518,4.0328
868422,184518,4.0344
84310,19286,4.0363
700230,551814,4.0367
555782,202630,4.0376
326022,849734,4.0378
269142,98022,4.0392
24070,12934,4.0446
359942,68294,4.0449
534006,271734,4.0459
163414,119782,4.0463
271350,270342,4.0466
72230,52486,4.0468
660678,427318,4.0469
317910,261158,4.0471
489638,62678,4.0472
233110,145654,4.0484
703286,178150,4.0485
40406,24294,4.0500
114950,74342,4.0509
907046,69782,4.0521
325286,237462,4.0535
20870,12134,4.0535
90918,483638,4.0547
540038,460278,4.0557
248214,24022,4.0572
752934,651302,4.0575
846838,88790,4.0582
925462,211654,4.0593
29654,210694,4.0597
422950,335030,4.0605
920070,722102,4.0633
426406,326358,4.0635
916342,872118,4.0654
712518,520118,4.0677
481174,772614,4.0693
419510,282422,4.0700
929542,902,4.0725
422006,639446,4.0736
